Gene	Control	Control_r	shPTB	shPTB_r	shPTBnPTB	shPTBnPTB_r
SYT10	0	0	0	0	0	0
SYT11	11	3	20	18	19	11
SYT12	1	1	0	0	0	0
SYT13	0	0	0	0	0	0
SYT14	0	3	13	7	11	2
SYT14P1	0	0	0	0	0	0
SYT15	0	2	1	1	25	8
SYT16	0	0	0	0	0	0
SYT17	0	0	0	0	0	0
SYT2	0	0	0	0	1	0
SYT3	0	0	0	0	0	2
SYT4	0	0	0	0	0	0
SYT5	0	0	13	0	31	7
SYT6	0	0	0	0	0	0
SYT7	1	0	0	0	8	1
SYT8	0	0	0	0	0	0
SYT9	0	0	0	0	0	0
SYTL1	1	0	0	0	1	0
SYTL2	311	237	349	219	293	134
SYTL3	1	11	15	2	3	2
SYTL4	22	18	12	10	11	10
SYTL5	0	0	3	2	2	1
SYVN1	15	16	19	3	45	30
SZRD1	1	3	8	5	6	47
SZT2	75	59	163	78	163	120
T	0	0	0	0	0	0
TAAR1	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0
TAAR3	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0
TAB1	20	16	55	18	64	34
TAB2	32	33	51	30	51	40
TAB3	9	8	14	22	25	8
TAC1	1	0	15	2	54	35
TAC3	0	0	0	0	0	0
TAC4	0	0	0	0	1	1
TACC1	222	199	198	138	111	98
TACC2	5	3	46	21	12	19
TACC3	5	5	9	9	12	9
TACO1	20	22	55	24	55	33
TACR1	0	0	0	0	0	0
TACR2	0	0	1	0	3	1
TACR3	0	0	2	0	9	1
TACSTD2	0	0	0	0	0	0
TADA1	11	16	6	1	28	14
TADA2A	59	45	87	32	112	85
TADA2B	0	0	0	0	0	0
TADA3	105	73	123	62	162	99
TAF1	141	124	179	106	213	125
TAF10	79	67	124	58	102	59
TAF11	18	24	88	33	36	23
TAF12	60	45	90	60	161	106
TAF13	36	28	81	22	67	55
TAF15	52	50	86	59	134	79
TAF1A	15	13	22	19	52	26
TAF1A-AS1	0	0	0	0	0	0
TAF1B	127	76	143	58	136	107
TAF1C	10	9	14	11	13	10
TAF1D	43	54	76	39	134	90
TAF1L	0	0	0	0	0	0
TAF2	161	140	119	47	200	133
TAF3	5	4	5	0	3	1
TAF4	6	11	20	4	10	4
TAF4B	14	12	31	17	20	15
TAF5	6	12	14	8	19	29
TAF5L	7	5	21	3	15	6
TAF6	59	45	80	37	104	66
TAF6L	38	35	33	27	65	37
TAF7	0	0	0	0	0	0
TAF7L	1	0	2	5	7	9
TAF8	37	31	51	30	61	25
TAF9	52	49	100	44	174	118
TAF9B	28	21	10	9	60	46
TAGAP	1	0	0	0	0	0
TAGLN	833	683	639	381	246	178
TAGLN2	291	288	318	184	295	162
TAGLN3	0	0	0	0	0	0
TAL1	0	0	0	0	0	0
TAL2	0	0	0	0	0	0
TALDO1	350	234	353	161	385	258
TAMM41	3	1	5	3	9	12
TANC1	66	39	149	88	120	59
TANC2	86	48	99	30	79	51
TANGO2	32	21	145	98	131	86
TANGO6	43	20	74	49	81	48
TANK	157	106	195	99	213	135
TAOK1	281	200	602	319	368	222
TAOK2	157	103	288	112	206	130
TAOK3	85	65	209	103	180	111
TAP1	133	94	277	102	380	258
TAP2	54	42	134	55	136	88
TAPBP	49	40	36	25	48	26
TAPBPL	12	8	10	1	10	8
TAPT1	67	36	39	31	63	25
TAPT1-AS1	0	0	0	0	0	1
TARBP1	79	38	94	40	37	34
TARBP2	42	52	60	28	100	71
TARDBP	33	15	64	19	66	46
TARID	0	0	0	0	3	0
TARM1	0	0	0	0	0	0
TARP	0	0	0	0	0	0
TARS	1303	1070	1303	642	1239	832
TARS2	17	20	90	47	59	26
TARSL2	33	39	144	77	250	142
TAS1R1	1	0	0	0	0	0
TAS1R2	0	0	0	0	0	0
TAS1R3	2	1	3	0	2	1
TAS2R1	0	0	0	0	0	0
TAS2R10	0	0	0	0	0	0
TAS2R13	0	0	0	0	5	0
TAS2R14	1	0	2	0	8	2
TAS2R16	0	0	0	0	0	0
TAS2R19	0	0	4	2	13	0
TAS2R20	4	0	4	2	12	0
TAS2R3	0	0	0	0	0	0
TAS2R30	0	0	0	1	0	0
TAS2R31	0	0	4	2	13	0
TAS2R38	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0
TAS2R42	0	0	0	1	1	2
TAS2R43	0	0	7	0	0	0
TAS2R46	0	9	0	0	0	0
TAS2R5	0	0	0	0	0	0
TAS2R50	2	0	3	0	9	4
TAS2R60	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0
TASP1	31	27	39	11	37	12
TAT	0	0	0	0	0	0
TAT-AS1	0	0	0	0	2	0
TATDN1	124	89	228	127	385	219
TATDN2	9	17	10	13	24	8
TATDN3	43	40	88	36	97	46
TAX1BP1	403	317	747	355	353	216
TAX1BP3	220	194	331	149	263	202
TAZ	24	9	58	28	40	29
TBATA	0	0	0	0	0	0
TBC1D1	82	54	118	64	28	12
TBC1D10A	19	16	28	10	28	16
TBC1D10B	13	11	59	25	75	22
TBC1D10C	0	0	0	0	0	0
TBC1D12	38	19	63	40	60	30
TBC1D13	71	44	31	12	31	22
TBC1D14	107	78	209	129	148	105
TBC1D15	147	147	157	62	143	80
TBC1D16	31	35	148	82	75	57
TBC1D17	74	59	138	47	130	90
TBC1D19	87	77	308	176	188	113
TBC1D2	18	31	17	11	30	18
TBC1D20	97	68	166	91	191	140
TBC1D21	0	0	0	0	0	0
TBC1D22A	66	41	72	39	78	60
TBC1D22A-AS1	6	3	9	2	9	6
TBC1D22B	21	14	38	43	47	27
TBC1D23	514	331	682	351	916	591
TBC1D24	14	11	18	13	13	13
TBC1D25	4	9	15	16	9	9
TBC1D26	0	0	0	0	0	0
TBC1D28	0	0	0	0	0	0
TBC1D29	0	0	0	0	0	0
TBC1D2B	224	169	231	103	160	103
TBC1D3	8	14	23	32	27	14
TBC1D30	0	0	0	0	0	1
TBC1D31	60	52	53	21	71	45
TBC1D32	68	34	59	38	95	78
TBC1D3B	0	0	0	0	0	0
TBC1D3C	9	14	23	32	27	14
TBC1D3E	8	14	23	32	27	14
TBC1D3F	8	14	23	32	27	14
TBC1D3G	9	14	24	33	27	14
TBC1D3H	9	14	24	33	27	14
TBC1D3I	8	14	23	32	27	14
TBC1D3K	8	14	23	32	27	14
TBC1D3L	8	14	23	32	27	14
TBC1D3P1-DHX40P1	17	14	38	10	23	12
TBC1D3P2	0	0	0	0	0	0
TBC1D3P5	0	0	0	0	0	0
TBC1D4	60	41	110	83	158	76
TBC1D5	126	85	159	95	199	153
TBC1D7	21	20	77	37	111	51
TBC1D8	161	133	397	231	235	152
TBC1D8B	48	52	172	109	231	158
TBC1D9	59	79	374	150	231	138
TBC1D9B	120	85	502	204	510	282
TBCA	170	153	218	116	312	231
TBCB	113	90	169	71	191	140
TBCC	0	0	0	0	0	0
TBCCD1	17	13	26	7	25	18
TBCD	105	112	179	92	197	120
TBCE	76	65	148	121	246	138
TBCEL	82	59	131	64	130	101
TBCK	293	235	364	179	369	235
TBK1	295	224	405	241	451	343
TBKBP1	7	7	10	5	13	6
TBL1X	17	9	18	11	30	29
TBL1XR1	763	624	358	187	625	365
TBL1Y	0	0	0	0	0	0
TBL2	44	23	47	21	80	38
TBL3	57	38	122	49	86	61
TBP	22	17	21	12	39	30
TBPL1	53	42	83	47	53	68
TBPL2	0	0	0	0	0	0
TBR1	0	0	0	0	0	0
TBRG1	92	73	137	100	189	124
TBRG4	51	55	83	44	110	74
TBX1	4	4	3	3	1	3
TBX10	0	0	0	0	0	0
TBX15	69	32	38	22	83	59
TBX18	43	44	60	23	42	22
TBX18-AS1	1	0	0	0	0	2
TBX19	2	2	3	1	1	0
TBX2	10	3	9	4	15	9
TBX2-AS1	0	0	0	0	0	0
TBX20	2	0	0	0	2	1
TBX21	0	0	0	0	0	0
TBX22	0	0	0	0	1	0
TBX3	64	49	100	48	93	46
TBX4	1	0	0	0	0	0
TBX5	10	14	3	4	5	3
TBX5-AS1	3	0	2	0	2	3
TBX6	0	0	0	0	1	0
TBXA2R	0	0	0	0	0	0
TBXAS1	1	2	0	1	0	0
TC2N	3	2	0	5	5	0
TCAF1	82	60	144	71	41	30
TCAF2	0	1	2	1	0	8
TCAF2P1	2	0	3	0	0	3
TCAIM	28	32	140	75	97	83
TCAM1P	0	0	0	1	0	0
TCAP	0	0	0	0	0	0
TCEA1	663	396	170	115	646	433
TCEA2	36	43	12	13	24	17
TCEA3	48	32	22	10	48	29
TCEAL1	6	4	30	11	33	18
TCEAL2	0	0	0	0	0	0
TCEAL3	19	15	24	9	15	24
TCEAL4	100	55	181	97	190	117
TCEAL5	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0
TCEAL7	6	1	10	8	7	5
TCEAL8	45	33	93	75	105	67
TCEANC	2	4	3	5	4	1
TCEANC2	5	1	10	4	25	13
TCEB1	67	65	126	82	118	101
TCEB2	290	256	363	166	339	227
TCEB3	58	42	157	69	218	119
TCEB3-AS1	2	0	4	0	4	3
TCEB3B	0	0	0	0	0	0
TCEB3C	0	0	0	0	0	0
TCEB3CL	0	0	0	0	0	0
TCEB3CL2	0	0	0	0	0	0
TCERG1	134	123	193	99	215	156
TCERG1L	0	0	0	0	0	0
TCERG1L-AS1	0	0	0	0	0	0
TCF12	300	277	389	186	394	211
TCF15	0	0	0	0	0	0
TCF19	0	0	0	0	0	0
TCF20	10	5	39	17	17	20
TCF21	0	0	0	0	0	0
TCF23	0	0	0	0	0	0
TCF24	0	0	0	0	0	0
TCF25	316	267	396	190	405	223
TCF3	68	33	105	35	113	93
TCF4	250	190	141	51	234	143
TCF4-AS1	3	3	0	2	5	8
TCF7	2	4	13	12	26	9
TCF7L1	0	1	1	0	0	1
TCF7L2	9	7	6	0	3	2
TCFL5	36	39	26	21	43	21
TCHH	0	0	0	0	0	0
TCHHL1	0	1	0	0	0	0
TCHP	30	20	57	42	33	30
TCIRG1	187	157	316	139	255	141
TCL1A	0	0	0	0	0	0
TCL1B	0	0	0	0	0	0
TCL6	0	0	0	0	1	0
TCN1	0	0	1	0	0	0
TCN2	7	5	45	8	24	18
TCOF1	49	42	133	54	159	90
TCONS_00029157	0	0	0	0	0	0
TCP1	646	497	805	429	1081	652
TCP10	0	0	0	0	0	0
TCP10L	1	2	3	3	10	4
TCP10L2	0	0	0	0	0	0
TCP11	0	0	0	0	1	0
TCP11L1	42	33	96	51	97	65
TCP11L2	167	142	176	80	70	46
TCP11X2	0	0	0	0	0	0
TCTA	6	4	18	6	40	26
TCTE1	0	0	0	0	0	0
TCTE3	1	1	0	0	2	1
TCTEX1D1	2	2	1	0	1	0
TCTEX1D2	19	9	45	33	28	25
TCTEX1D4	0	0	0	0	0	0
TCTN1	129	106	114	61	103	54
TCTN2	38	27	52	23	26	18
TCTN3	129	107	225	97	217	125
TDG	44	43	74	37	97	61
TDGF1	0	0	0	0	0	0
TDGF1P3	0	0	0	0	0	0
TDH	0	0	2	0	2	1
TDO2	0	0	461	217	938	510
TDP1	26	20	61	37	49	25
TDP2	72	47	162	87	142	77
TDRD1	1	0	3	2	4	4
TDRD10	0	0	0	0	1	0
TDRD12	0	0	2	0	0	1
TDRD15	0	0	0	0	0	0
TDRD3	49	37	98	37	77	56
TDRD5	0	0	0	0	0	0
TDRD6	1	1	0	0	0	1
TDRD7	36	27	45	11	38	23
TDRD9	3	3	4	3	3	1
TDRG1	0	0	0	0	0	0
TDRKH	3	6	2	0	10	4
TDRP	1	0	2	2	0	0
TEAD1	226	156	126	53	136	85
TEAD2	64	62	65	24	46	17
TEAD3	37	36	46	21	30	26
TEAD4	11	12	16	9	19	8
TEC	9	6	24	3	26	37
TECPR1	56	44	132	64	116	119
TECPR2	25	19	54	41	95	53
TECR	76	85	83	64	85	72
TECRL	0	0	0	0	0	0
TECTA	0	0	4	2	2	0
TECTB	0	0	0	0	0	0
TEDDM1	0	0	0	0	0	0
TEF	5	12	7	1	3	1
TEFM	3	9	9	1	9	15
TEK	0	0	1	1	0	0
TEKT1	0	0	0	0	0	0
TEKT2	0	0	0	0	0	0
TEKT3	0	0	0	0	0	0
TEKT4	0	0	0	0	0	0
TEKT4P2	0	0	1	0	0	2
TEKT5	0	0	0	1	0	0
TELO2	13	9	23	11	16	19
TEN1	42	16	33	23	25	17
TEN1-CDK3	56	22	49	29	43	24
TENM1	0	0	0	0	0	0
TENM2	69	50	10	4	12	10
TENM3	46	43	66	30	118	96
TENM4	8	4	6	2	14	8
TEP1	97	64	211	91	165	107
TEPP	0	0	0	0	0	0
TERC	0	0	0	0	0	0
TERF1	36	25	17	20	53	21
TERF2	10	14	15	5	17	11
TERF2IP	17	16	39	14	25	12
TERT	0	0	0	0	0	0
TES	70	25	31	8	53	29
TESC	0	0	0	0	0	1
TESC-AS1	0	0	0	0	0	0
TESK1	23	7	38	34	36	30
TESK2	2	3	5	2	18	7
TESPA1	0	0	0	0	0	0
TET1	16	14	6	1	5	7
TET2	10	15	8	1	26	13
TET2-AS1	0	2	0	2	2	3
TET3	10	3	1	0	7	0
TEX10	116	87	233	121	270	147
TEX101	0	0	0	0	0	0
TEX11	0	0	0	0	0	0
TEX12	1	0	2	0	0	0
TEX13A	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0
TEX14	1	0	2	0	4	0
TEX15	0	0	0	0	0	0
TEX19	0	0	0	0	0	0
TEX2	33	18	51	28	75	35
TEX21P	0	0	0	0	0	0
TEX22	0	1	4	0	2	1
TEX26	0	0	0	0	0	1
TEX26-AS1	0	0	1	1	1	0
TEX261	38	48	100	53	136	80
TEX264	21	17	36	26	64	29
TEX28	0	0	0	0	0	0
TEX29	10	7	1	1	2	0
TEX30	24	13	47	29	37	39
TEX33	0	0	0	0	0	0
TEX35	0	0	0	0	0	0
TEX36	0	0	0	0	0	0
TEX36-AS1	0	0	0	0	0	0
TEX37	0	0	0	0	0	0
TEX38	0	0	0	0	0	1
TEX40	1	0	4	1	0	1
TEX41	0	0	0	0	0	0
TEX43	0	0	1	0	0	0
TEX9	16	7	20	6	13	15
TF	2	2	6	1	3	1
TFAM	132	86	86	39	63	52
TFAMP1	0	0	0	0	0	0
TFAP2A	0	1	0	0	0	0
TFAP2A-AS1	0	0	0	0	0	0
TFAP2B	0	0	0	0	0	0
TFAP2C	12	20	12	3	13	8
TFAP2D	0	0	0	0	0	0
TFAP2E	1	0	0	0	0	0
TFAP4	8	3	7	0	6	7
TFB1M	14	15	23	16	37	22
TFB2M	19	28	51	20	46	35
TFCP2	32	30	61	26	54	55
TFCP2L1	0	0	0	0	0	0
TFDP1	110	96	207	78	193	122
TFDP2	75	75	120	54	87	62
TFDP3	0	0	0	0	0	0
TFE3	69	48	85	44	65	45
TFEB	6	2	9	3	18	11
TFEC	0	0	2	0	2	2
TFF1	0	0	0	0	0	0
TFF2	0	0	0	0	0	0
TFF3	0	0	0	0	0	0
TFG	164	118	258	128	345	215
TFIP11	140	142	244	124	232	119
TFPI	148	117	347	188	352	284
TFPI2	18	8	44	18	85	63
TFPT	13	15	37	33	37	15
TFR2	0	1	0	0	1	0
TFRC	556	458	602	321	1947	1114
TG	18	9	4	1	4	3
TGDS	37	58	51	20	66	50
TGFA	0	0	0	0	0	0
TGFA-IT1	0	0	0	0	0	0
TGFB1	13	7	12	6	9	7
TGFB1I1	65	60	71	36	53	15
TGFB2	2	1	4	1	15	3
TGFB2-AS1	0	0	0	0	1	2
TGFB2-OT1	0	0	0	0	0	0
TGFB3	25	16	12	7	12	8
TGFBI	7328	6045	5046	2540	9680	5879
TGFBR1	99	84	31	12	47	44
TGFBR2	229	163	285	100	269	174
TGFBR3	376	276	327	170	294	177
TGFBR3L	2	1	0	0	3	0
TGFBRAP1	33	22	36	26	19	14
TGIF1	31	20	40	12	37	26
TGIF2	1	3	2	0	1	0
TGIF2-C20orf24	85	84	139	54	136	79
TGIF2LX	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0
TGM1	0	0	2	2	3	1
TGM2	14	11	26	19	42	23
TGM3	0	0	0	0	2	1
TGM4	0	0	0	0	0	0
TGM5	1	0	0	0	0	0
TGM6	0	0	0	0	0	0
TGM7	0	0	0	0	0	0
TGOLN2	14	9	38	10	24	15
TGS1	48	39	50	29	64	46
TH	0	0	0	0	0	0
TH2LCRR	8	12	19	11	20	12
THADA	105	75	152	79	156	96
THAP1	6	4	7	3	16	10
THAP10	1	0	0	1	0	0
THAP11	0	0	0	0	0	0
THAP2	1	1	3	4	7	2
THAP3	23	11	53	30	48	24
THAP4	18	13	36	18	28	21
THAP5	27	13	24	15	27	15
THAP6	21	15	13	9	42	14
THAP7	25	16	20	5	12	20
THAP7-AS1	0	0	0	0	0	0
THAP8	0	1	2	2	2	1
THAP9	2	5	1	4	3	0
THAP9-AS1	80	41	27	13	39	19
THBD	0	0	0	0	0	0
THBS1	24275	19928	15509	7753	14239	8956
THBS2	1255	1016	3937	1786	1280	875
THBS3	123	83	109	64	93	37
THBS4	2	1	9	6	11	6
THCAT155	0	0	0	0	0	0
THCAT158	0	0	23	13	12	9
THEG	0	0	0	0	0	0
THEG5	0	0	0	0	0	0
THEGL	0	0	1	0	1	0
THEM4	8	8	16	8	22	9
THEM5	4	3	1	3	2	4
THEM6	0	0	0	0	0	0
THEMIS	0	0	0	0	0	0
THEMIS2	5	2	15	6	4	12
THG1L	34	31	62	31	73	38
THNSL1	0	0	1	1	3	2
THNSL2	15	13	12	2	6	10
THOC1	132	141	165	87	298	184
THOC2	415	293	538	288	530	331
THOC3	21	8	19	15	29	11
THOC5	152	153	331	135	440	277
THOC6	71	49	65	39	85	49
THOC7	127	112	229	94	402	246
THOC7-AS1	0	0	0	0	0	0
THOP1	43	21	65	44	45	42
THPO	0	0	0	0	0	0
THRA	104	72	106	89	118	76
THRA1/BTR	0	0	0	0	0	0
THRAP3	176	138	256	172	305	196
THRB	31	8	43	13	24	17
THRB-AS1	1	0	0	0	0	2
THRIL	0	0	0	0	0	0
THRSP	0	0	0	0	0	0
THSD1	12	4	8	2	3	4
THSD4	3	2	11	4	3	10
THSD4-AS1	0	0	0	0	0	0
THSD4-AS2	0	0	0	0	0	2
THSD7A	3	1	7	5	12	4
THTPA	0	1	0	0	0	0
THUMPD1	17	18	21	13	12	14
THUMPD2	4	25	42	15	63	37
THUMPD3	34	33	62	32	88	59
THUMPD3-AS1	11	13	38	17	47	32
THY1	3	99	58	21	19	9
THYN1	55	47	114	55	110	77
TIA1	244	167	223	86	200	140
TIAF1	0	0	0	0	0	0
TIAL1	83	56	108	34	102	76
TIAM1	0	1	0	1	5	1
TIAM2	60	34	40	18	33	18
TICAM1	0	0	2	0	0	0
TICAM2	0	0	0	5	0	7
TICRR	1	0	3	0	1	2
TIE1	0	0	1	0	0	0
TIFA	0	0	0	0	0	0
TIFAB	0	0	0	0	0	0
TIGAR	50	36	104	81	111	71
TIGD1	0	0	0	0	0	0
TIGD2	0	0	0	0	0	0
TIGD3	0	0	0	0	0	0
TIGD4	0	0	0	0	0	0
TIGD5	0	0	0	0	0	0
TIGD6	0	0	0	0	0	0
TIGD7	1	0	1	0	7	2
TIGIT	0	0	0	0	0	0
TIMD4	0	0	0	0	0	0
TIMELESS	13	9	35	16	55	38
TIMM10	20	21	62	25	51	66
TIMM10B	6	12	12	8	18	3
TIMM13	42	22	16	12	15	9
TIMM17A	155	115	332	148	291	139
TIMM17B	66	89	122	54	123	76
TIMM21	31	10	42	11	39	33
TIMM22	18	28	65	28	37	44
TIMM23	59	46	50	47	86	36
TIMM23B	10	6	13	6	16	15
TIMM44	107	64	179	86	274	162
TIMM50	128	82	212	85	159	102
TIMM8A	0	0	0	0	0	0
TIMM8B	36	39	46	23	53	38
TIMM9	19	5	11	10	26	27
TIMMDC1	186	106	230	97	233	184
TIMP1	1553	1339	641	287	1425	966
TIMP2	129	78	271	138	255	158
TIMP3	249	219	137	77	165	86
TIMP4	2	2	2	4	4	4
TINAG	0	0	0	0	0	0
TINAGL1	3	3	4	2	1	0
TINCR	0	0	0	0	0	0
TINF2	41	29	67	36	46	38
TIPARP	125	96	152	96	87	47
TIPARP-AS1	0	0	0	0	0	0
TIPIN	12	6	20	13	22	28
TIPRL	131	70	184	121	266	196
TIRAP	3	1	2	0	2	1
TISP43	0	0	0	0	0	0
TJAP1	21	17	63	47	44	31
TJP1	215	167	282	112	265	178
TJP2	99	69	86	44	40	27
TJP3	0	1	1	0	1	0
TK1	1	2	2	0	6	3
TK2	51	57	154	81	75	44
TKFC	40	28	19	8	16	8
TKT	1131	1068	755	361	1045	683
TKTL1	0	0	0	0	0	0
TKTL2	0	0	0	0	0	0
TLCD1	2	6	12	0	9	9
TLCD2	12	8	18	1	8	8
TLDC1	47	20	54	24	67	38
TLDC2	26	22	22	29	12	10
TLE1	18	13	51	33	28	14
TLE2	17	19	3	0	5	2
TLE3	40	31	23	8	43	29
TLE4	81	54	130	62	115	53
TLE6	0	0	0	0	0	0
TLK1	84	48	107	74	40	37
TLK2	155	98	311	195	409	261
TLL1	0	0	0	0	0	0
TLL2	0	0	1	0	0	0
TLN1	1957	1528	3595	1749	3297	2094
TLN2	495	392	230	107	279	182
TLR1	0	0	2	0	0	0
TLR10	0	0	0	0	0	0
TLR2	3	1	1	0	0	0
TLR3	3	0	2	2	3	7
TLR4	30	22	51	28	53	25
TLR5	0	0	0	0	0	0
TLR6	1	0	0	0	0	0
TLR7	0	0	0	0	0	0
TLR8	0	0	0	0	0	0
TLR8-AS1	0	0	0	0	0	0
TLR9	0	0	0	0	0	0
TLX1	0	0	0	0	0	0
TLX1NB	0	0	0	0	0	0
TLX2	0	0	0	0	0	0
TLX3	0	0	0	0	0	0
TM2D1	89	50	224	158	185	106
TM2D2	19	14	43	16	36	37
TM2D3	51	31	67	26	47	31
TM4SF1	6	2	13	8	12	7
TM4SF1-AS1	0	0	0	1	0	0
TM4SF18	0	0	0	1	0	1
TM4SF19	0	2	11	7	2	2
TM4SF19-AS1	0	0	3	2	0	0
TM4SF19-TCTEX1D2	4	4	23	9	5	2
TM4SF20	4	3	0	0	0	0
TM4SF4	0	1	0	0	0	0
TM4SF5	0	0	0	0	0	0
TM6SF1	22	3	1	0	6	1
TM6SF2	1	1	1	0	2	3
TM7SF2	10	8	3	1	9	2
TM7SF3	77	45	212	133	219	139
TM9SF1	12	13	11	13	21	9
TM9SF2	934	774	972	500	1411	863
TM9SF3	657	574	1172	696	1562	989
TM9SF4	133	110	152	75	172	109
TMA16	37	20	39	39	55	42
TMA7	375	292	573	218	469	384
TMBIM1	428	328	1081	548	877	487
TMBIM4	173	147	305	173	264	229
TMBIM6	1489	1215	1066	500	1750	1096
TMC1	1	1	1	10	0	1
TMC2	0	0	0	2	0	0
TMC3	9	19	7	6	5	14
TMC3-AS1	5	1	2	3	3	2
TMC4	1	0	2	0	4	2
TMC5	0	0	0	0	0	2
TMC6	0	0	0	0	0	0
TMC7	1	1	4	3	7	2
TMC8	0	0	0	0	0	0
TMCC1	14	4	14	6	22	13
TMCC1-AS1	0	0	0	3	5	3
TMCC2	1	0	0	0	0	0
TMCC3	0	0	0	0	0	0
TMCO1	213	215	333	204	281	276
TMCO2	0	0	0	0	0	0
TMCO3	318	308	317	152	528	388
TMCO4	47	29	68	33	36	44
TMCO5A	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0
TMCO6	32	17	29	3	10	15
TMED1	15	26	51	27	56	35
TMED10	159	153	436	217	463	386
TMED10P1	0	1	7	4	5	7
TMED11P	1	0	0	0	1	0
TMED2	206	192	354	180	426	265
TMED3	30	22	70	35	108	83
TMED4	68	55	106	69	43	24
TMED5	149	104	230	126	97	96
TMED6	0	1	0	0	2	1
TMED7	52	61	99	53	93	45
TMED7-TICAM2	122	105	226	115	172	135
TMED8	4	3	8	4	7	8
TMED9	128	130	112	42	107	70
TMEFF1	17	7	65	41	56	43
TMEFF2	1	1	6	1	9	4
TMEM100	0	1	2	12	2	3
TMEM101	9	7	16	6	26	11
TMEM102	0	0	1	0	0	0
TMEM104	12	2	32	11	40	31
TMEM105	0	0	0	0	0	0
TMEM106A	6	1	6	5	29	7
TMEM106B	154	99	170	115	225	121
TMEM106C	92	54	114	52	74	29
TMEM107	11	7	19	11	31	9
TMEM108	0	0	0	0	0	0
TMEM108-AS1	0	0	0	0	0	0
TMEM109	27	25	29	10	15	9
TMEM11	0	0	0	0	0	0
TMEM110	38	24	28	11	34	27
TMEM110-MUSTN1	47	30	32	14	40	30
TMEM114	0	0	0	0	0	0
TMEM115	0	0	0	0	0	0
TMEM116	16	41	35	20	68	27
TMEM117	19	5	21	10	8	1
TMEM119	2	0	1	1	1	0
TMEM120A	49	39	42	19	67	44
TMEM120B	16	25	41	58	41	28
TMEM121	0	1	0	0	0	0
TMEM123	70	58	77	32	72	52
TMEM125	0	0	0	0	0	0
TMEM126A	59	48	95	54	136	100
TMEM126B	93	63	135	89	147	138
TMEM127	13	12	24	15	22	17
TMEM128	25	21	44	23	37	26
TMEM129	6	7	14	9	6	7
TMEM130	1	1	1	0	0	0
TMEM131	182	128	326	159	281	151
TMEM132A	21	9	8	2	12	7
TMEM132B	0	0	11	9	9	5
TMEM132C	0	0	0	0	0	0
TMEM132D	0	0	1	0	0	0
TMEM132E	0	0	0	0	0	0
TMEM133	0	0	0	0	0	0
TMEM134	3	10	2	0	6	0
TMEM135	84	52	135	80	120	64
TMEM136	4	3	4	1	2	0
TMEM138	12	16	18	5	8	14
TMEM139	0	0	0	0	0	0
TMEM140	0	0	0	0	0	0
TMEM141	23	21	66	20	54	35
TMEM143	3	4	8	1	3	1
TMEM144	6	7	29	4	27	22
TMEM145	0	0	0	0	0	0
TMEM147	109	77	258	128	346	190
TMEM147-AS1	29	16	46	14	36	18
TMEM14A	50	43	85	30	52	31
TMEM14B	141	113	170	70	220	133
TMEM14C	249	190	294	145	378	230
TMEM14EP	27	1	1	1	0	1
TMEM150A	14	16	40	22	50	27
TMEM150B	0	0	0	0	0	0
TMEM150C	0	0	0	0	0	2
TMEM151A	0	0	0	0	0	1
TMEM151B	0	0	0	0	0	0
TMEM154	7	6	0	0	2	2
TMEM155	6	0	1	3	0	4
TMEM156	0	0	0	0	1	0
TMEM158	0	0	0	0	0	0
TMEM159	146	87	231	98	230	118
TMEM160	15	12	25	7	15	8
TMEM161A	30	32	70	26	64	27
TMEM161B	54	48	71	37	151	82
TMEM161B-AS1	5	7	9	11	30	10
TMEM163	0	0	0	0	0	0
TMEM164	18	4	10	7	5	6
TMEM165	188	147	274	148	250	167
TMEM167A	156	108	163	66	170	122
TMEM167B	35	23	55	21	34	21
TMEM168	6	1	5	5	13	7
TMEM169	0	0	0	0	1	1
TMEM17	1	3	7	5	8	3
TMEM170A	2	4	4	3	10	6
TMEM170B	1	0	2	0	0	0
TMEM171	6	3	2	1	1	2
TMEM173	87	78	112	40	28	22
TMEM174	0	0	0	0	0	0
TMEM175	23	13	35	28	63	27
TMEM176A	19	16	13	2	3	4
TMEM176B	55	44	46	22	3	14
TMEM177	1	2	3	2	2	0
TMEM178A	0	0	0	0	1	0
TMEM178B	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0
TMEM179B	58	49	79	25	92	62
TMEM18	77	43	64	27	111	57
TMEM181	173	107	87	48	54	32
TMEM182	5	1	1	0	1	0
TMEM183A	183	156	265	139	275	159
TMEM183B	183	156	266	139	275	159
TMEM184A	0	2	0	1	0	0
TMEM184B	25	32	115	38	96	66
TMEM184C	131	135	155	91	140	98
